frequency_rank,spanish,part_of_speech,english_meaning,korean,category_code
3016,conductor,nm/f,"driver, conductor","운전자, 지휘자",A-2
3017,contigo,pron,with you,너와 함께,B-1
3018,evolucionar,v,"evolve, develop",진화하다,A-2
3019,magia,nf,magic,마법,A-2
3020,presidir,v,preside over,주재하다,A-3
3021,comedor,nm,dining room,식당,B-2
3022,seriedad,nf,seriousness,진지함,B-2
3023,gallina,nf,"hen, coward",암탉,A-3
3024,espada,nf,sword,검,A-3
3025,discreto,adj,"discreet, tactful",신중한,A-2
3026,excelencia,nf,excellence,탁월함,A-2
3027,agitar,v,"shake, move",흔들다,A-3
3028,amoroso,adj,"loving, affectionate",애정 어린,A-2
3029,músculo,nm,muscle,근육,A-2
3030,optimista,adj,optimistic,낙관적인,A-2
3031,persecución,nf,"pursuit, persecution",추격,A-2
3032,imperio,nm,"empire, fortune",제국,A-3
3033,casco,nm,helmet,헬멧,B-2
3034,pelea,nf,"fight, quarrel","싸움, 말다툼",B-2
3035,retorno,nm,return,귀환,B-2
3036,oler,v,to smell,냄새 맡다,B-2
3037,aludir,v,to allude to,암시하다,A-3
3038,vera,nf,"de veras: really, for real",정말로,B-2
3039,delgado,adj,"thin, skinny",마른,B-2
3040,latín,nm,Latin,라틴어,A-1-a
3041,resumir,v,to summarize,요약하다,B-2
3042,rutina,nf,routine,일상,A-2
3043,tenso,adj,"tight, tense",긴장된,A-2
3044,mejora,nf,improvement,개선,B-2
3045,domicilio,nm,"residence, address",주소,A-3
3046,porquería,nf,"filth, junk",쓰레기,B-2
3047,burlar,v,to mock,조롱하다,B-2
3048,susto,nm,"fright, scare",놀람,B-2
3049,encajar,v,"insert, fit well",끼워 맞추다,B-2
3050,nadar,v,to swim,수영하다,B-2
3051,amanecer,nm,"daybreak, dawn",새벽,B-2
3052,célula,nf,cell (biology),세포,A-1-b
3053,acelerar,v,"accelerate, speed (up)",가속하다,A-2
3054,crítico,nm,critic,비평가,A-2
3055,inspiración,nf,"inspiration, inhalation",영감,A-2
3056,ladrillo,nm,brick,벽돌,B-2
3057,proyección,nf,"projection, screening",투영,A-2
3058,desplegar,v,"unfold, deploy",펼치다,B-2
3059,desembocar,v,"flow, lead into",흘러 들어가다,B-2
3060,lana,nf,wool,양모,B-2
3061,indirecto,adj,indirect,간접적인,A-2
3062,infierno,nm,"hell, inferno",지옥,A-3
3063,aliviar,v,"lighten, relieve, comfort",완화하다,B-2
3064,acero,nm,steel,강철,B-2
3065,ejecutivo,adj,executive,경영의,A-2
3066,cazar,v,to hunt,사냥하다,B-2
3067,ojalá,adv,I hope that,부디 ~이기를,B-2
3068,aplaudir,v,"clap, applaud",박수치다,A-3
3069,preso,nm,prisoner,죄수,B-2
3070,billete,nm,"ticket, bill, note","표, 지폐",A-3
3071,motivar,v,"motivate, cause",동기를 부여하다,A-2
3072,descuidar,v,to neglect,소홀히 하다,B-2
3073,referente,adj,concerning,~에 관한,A-2
3074,tontería,nf,"stupidity, stupid thing",어리석음,B-2
3075,cauce,nm,"(river) bed, ditch",강바닥,B-2
3076,ignorancia,nf,ignorance,무지,A-2
3077,acostar,v,put/go to bed,잠자리에 들다,B-2
3078,encanto,nm,"charm, spell",매력,B-2
3079,propiamente,adv,"exactly, properly",엄밀히 말하면,A-3
3080,sed,nf,thirst,갈증,B-2
3081,escudo,nm,"shield, coat of arms",방패,B-2
3082,muñeca,nf,"doll, wrist","인형, 손목",B-2
3083,dotado,adj,"endowed, gifted",재능있는,B-2
3084,conectar,v,"connect, plug in",연결하다,A-2
3085,rango,nm,"rank, range",계급,B-2
3086,invento,nm,invention,발명품,A-2
3087,arder,v,"burn, glow",타오르다,B-2
3088,recinto,nm,"grounds, precincts",구역,B-2
3089,tinta,nf,ink,잉크,B-2
3090,garganta,nf,"throat, gorge",목구멍,B-2
3091,viajero,nm,"traveler, passenger",여행자,B-2
3092,asesino,nm,"killer, assassin",살인자,A-2
3093,rito,nm,"rite, ritual",의식,A-2
3094,atractivo,nm,"attraction, charm",매력,A-2
3095,callado,adj,"quiet, reserved",과묵한,B-2
3096,frustración,nf,frustration,좌절,A-2
3097,flexible,adj,flexible,유연한,A-2
3098,cemento,nm,"cement, concrete",시멘트,A-2
3099,catástrofe,nf,catastrophe,재앙,A-2
3100,dulce,nm,"candy, sweets",사탕,B-2
3101,recuperación,nf,"recovery, recuperation",회복,A-2
3102,localizar,v,"locate, find, localize",찾아내다,A-2
3103,mediano,adj,"average, medium, ordinary",중간의,A-3
3104,almuerzo,nm,lunch,점심,B-2
3105,pacífico,adj,peaceful,평화로운,A-2
3106,uña,nf,"nail, fingernail, toenail",손톱,B-2
3107,contradictorio,adj,contradictory,모순된,A-2
3108,excepto,prep,except (for),~을 제외하고,A-2
3109,herir,v,"wound, hurt",상처 입히다,B-2
3110,costo,nm,"price, cost, expense",비용,A-1-b
3111,manifiesto,nm,poner de manifiesto: to show,명백히 하다,A-2
3112,mortal,adj,"mortal, lethal, deadly",치명적인,A-1-a
3113,repetición,nf,repetition,반복,A-2
3114,patrimonio,nm,"patrimony, inheritance",유산,A-3
3115,solemne,adj,solemn,엄숙한,A-2
3116,estatua,nf,statue,조각상,A-2
3117,decadencia,nf,"decline, decay",쇠퇴,A-3
3118,mudo,adj,"mute, silent",말 못하는,B-2
3119,precipitar,v,"plunge, hurl, rush",서두르다,A-3
3120,sorprendido,adj,surprised,놀란,B-2
3121,excluir,v,"exclude, reject",제외하다,A-2
3122,enfermero,nm/f,nurse,간호사,B-2
3123,psicológico,adj,psychological,심리적인,A-2
3124,adorar,v,"worship, adore",숭배하다,A-2
3125,aficionado,nm,"fan, devotee",팬,B-2
3126,preferible,adj,preferable,더 나은,A-2
3127,célebre,adj,"famous, renowned",유명한,A-3
3128,agujero,nm,"hole, opening",구멍,B-2
3129,beneficiar,v,to benefit,이익을 주다,A-2
3130,arroz,nm,rice,쌀,B-2
3131,valiente,adj,"brave, courageous, bold",용감한,A-3
3132,delicioso,adj,"delicious, delightful, charming",맛있는,A-2
3133,potente,adj,"potent, powerful",강력한,A-2
3134,cerveza,nf,"beer, ale",맥주,B-2
3135,escasez,nf,"scarcity, shortage",부족,B-2
3136,ministerio,nm,ministry,(정부) 부처,A-3
3137,vuestro,adj,your (pl/+fam),너희들의,B-1
3138,notorio,adj,"notorious, noticeable",악명높은,A-2
3139,transición,nf,transition,과도기,A-2
3140,sexto,adj,sixth,여섯번째의,B-2
3141,despreciar,v,"despise, scorn",경멸하다,B-2
3142,negativa,nf,"negative, denial",거부,A-2
3143,falda,nf,skirt,치마,B-2
3144,improvisar,v,to improvise,즉흥적으로 하다,A-2
3145,emerger,v,"emerge, surface",나타나다,A-2
3146,clavar,v,to nail,못을 박다,B-2
3147,cantante,nc,singer,가수,B-2
3148,constancia,nf,perseverance,끈기,A-2
3149,electrónico,adj,electronic,전자의,A-2
3150,anillo,nm,(finger) ring,반지,B-2
3151,balance,nm,"outcome, balance","결산, 균형",A-1-b
3152,entendimiento,nm,understanding,이해,B-2
3153,volcar,v,"turn/knock over, empty",뒤집어엎다,B-2
3154,quieto,adj,"still, motionless, calm",조용한,A-3
3155,transcurso,nm,"passing, course, lapse",(시간의) 경과,B-2
3156,barrer,v,"sweep, clean out",쓸다,B-2
3157,desayuno,nm,breakfast,아침식사,B-2
3158,alfombra,nf,"rug, carpet, mat",카펫,B-2
3159,historiador,nm/f,historian,역사학자,A-2
3160,rogar,v,"implore, pray, ask",간청하다,B-2
3161,pálido,adj,"pale, ghastly, faded",창백한,A-1-b
3162,programar,v,"plan, program",프로그램을 짜다,A-2
3163,animado,adj,"excited, lively",활기찬,A-2
3164,chileno,adj,Chilean,칠레의,B-2
3165,ficción,nf,fiction,소설,A-2
3166,ensayar,v,to test,시험하다,B-2
3167,materno,adj,maternal,어머니의,A-2
3168,jugador,nm,"player, gambler",선수,B-2
3169,cartel,nm,poster,포스터,B-2
3170,desconfianza,nf,distrust,불신,B-2
3171,respiración,nf,"respiration, breath",호흡,A-2
3172,votar,v,to vote,투표하다,A-3
3173,caña,nf,"cane, reed","사탕수수, 갈대",A-1-b
3174,aislar,v,"isolate, insulate",고립시키다,A-3
3175,soltero,adj,"single, not married",미혼의,B-2
3176,prisionero,nm,prisoner,죄수,A-2
3177,turista,nc,tourist,관광객,A-2
3178,abundancia,nf,abundance,풍부,A-2
3179,rodar,v,"roll, run, scatter",구르다,B-2
3180,asistente,nc,assistant,조수,A-2
3181,vinculado,adj,connected,연결된,B-2
3182,queso,nm,cheese,치즈,A-3
3183,arriesgar,v,"risk, venture",위험을 무릅쓰다,B-2
3184,indicio,nm,"indication, sign",징후,B-2
3185,colgado,adj,hanging,매달린,B-2
3186,bautizar,v,"baptize, christen",세례를 주다,A-2
3187,cerro,nm,hill,언덕,B-2
3188,desatar,v,"untie, unleash, spark off",풀다,B-2
3189,alentar,v,to encourage,격려하다,B-2
3190,descargar,v,"unleash, unload","내리다, 방출하다",B-2
3191,galería,nf,"gallery, balcony",갤러리,A-2
3192,engaño,nm,"deceit, falsehood, hoax",속임수,B-2
3193,enamorar,v,to fall in love,사랑에 빠지다,B-2
3194,geográfico,adj,geographical,지리적인,A-2
3195,continuidad,nf,continuity,연속성,A-2
3196,receta,nf,"recipe, prescription",조리법,A-3
3197,conveniencia,nf,"convenience, usefulness",편의,A-2
3198,reemplazar,v,to replace,대체하다,B-2
3199,carencia,nf,"lack, shortage",결핍,B-2
3200,cerdo,nm,"pig, sow, slob",돼지,B-2
3201,soplar,v,blow (wind),불다,B-2
3202,frágil,adj,"fragile, weak",깨지기 쉬운,A-2
3203,empeño,nm,"insistence, determination",고집,B-2
3204,agresión,nf,"aggression, attack",공격,A-2
3205,fortaleza,nf,"fortress, strength",요새,A-3
3206,seriamente,adv,seriously,진지하게,A-3
3207,balcón,nm,balcony,발코니,B-2
3208,observador,nm,observer,관찰자,A-2
3209,ridículo,adj,"ridiculous, absurd",우스꽝스러운,A-2
3210,renta,nf,income,소득,B-2
3211,justificación,nf,justification,정당화,A-2
3212,enfrentamiento,nm,confrontation,대립,B-2
3213,junta,nf,"meeting, conference, seam",회의,B-2
3214,irregular,adj,irregular,불규칙적인,A-2
3215,trayectoria,nf,"trajectory, path",궤도,A-2
3216,genial,adj,"brilliant, inspired",기발한,A-2
3217,indiferencia,nf,indifference,무관심,A-2
3218,taza,nf,"cup, bowl",컵,B-2
3219,vínculo,nm,"tie, bond, link",유대,B-2
3220,cuaderno,nm,"notebook, workbook",공책,B-2
3221,gracioso,adj,"funny, charming, amusing",재미있는,A-3
3222,regir,v,"rule, govern, manage",지배하다,B-2
3223,intermedio,adj,"interim, intermediate",중간의,A-2
3224,bañar,v,"bathe, take a bath",목욕하다,B-2
3225,temporal,adj,temporary,일시적인,A-2
3226,rozar,v,touch (lightly),스치다,B-2
3227,pánico,nm,panic,공황,A-2
3228,distinguido,adj,distinguished,저명한,A-2
3229,cañón,nm,"canyon, cannon",협곡,A-2
3230,dudoso,adj,"doubtful, dubious",의심스러운,B-2
3231,pollo,nm,chicken,닭고기,A-3
3232,lamentable,adj,regrettable,유감스러운,A-3
3233,trascendencia,nf,"transcendent nature, significance",중요성,A-2
3234,remitir,v,to remit,보내다,A-3
3235,interminable,adj,"endless, interminable",끝없는,A-2
3236,corrupción,nf,corruption,부패,A-2
3237,confesión,nf,"confession, admission",고백,A-2
3238,corbata,nf,"tie, sash",넥타이,B-2
3239,macho,nm,"male, manliness",수컷,A-3
3240,disolver,v,to dissolve,녹이다,A-2
3241,secuencia,nf,sequence,순서,A-2
3242,cáncer,nm,cancer,암,A-1-a
3243,velar,v,watch over,밤을 새우다,B-2
3244,archivo,nm,"archive, file, filing cabinet",파일,A-2
3245,habitualmente,adv,habitually,습관적으로,A-2
3246,trámite,nm,"procedure, step, requirement",절차,B-2
3247,tranquilamente,adv,"calmly, peacefully",조용히,B-2
3248,innecesario,adj,unnecessary,불필요한,B-2
3249,raya,nf,"line, ray, stripe",선,B-2
3250,televisor,nm,television set,텔레비전,A-2
3251,estabilidad,nf,stability,안정성,A-2
3252,grandeza,nf,"greatness, size",위대함,B-2
3253,prisa,nf,hurry,서두름,B-2
3254,persistir,v,to persist,고집하다,A-2
3255,temblar,v,"tremble, shake",떨다,B-2
3256,verbal,adj,"verbal, oral",구두의,A-1-a
3257,matemática,nf,mathematics,수학,A-2
3258,demonio,nm,"demon, devil",악마,A-3
3259,intacto,adj,intact,온전한,A-2
3260,procedente,adj,coming (from),~에서 유래한,A-3
3261,cenar,v,to dine,저녁 식사하다,B-2
3262,disponible,adj,available,이용 가능한,B-2
3263,tornar,v,"transform, turn",바꾸다,B-2
3264,encantado,adj,"pleased, delighted",매혹된,B-2
3265,británico,adj,British,영국의,B-2
3266,manga,nf,sleeve,소매,B-2
3267,perjudicar,v,to endanger,해를 끼치다,B-2
3268,laboral,adj,"labor, industry",노동의,A-3
3269,rubio,adj,"blonde, fair",금발의,B-2
3270,prevenir,v,"avoid, prevent",예방하다,A-2
3271,seda,nf,silk,비단,B-2
3272,envidia,nf,envy,질투,B-2
3273,emergencia,nf,emergency,비상사태,A-2
3274,enamorado,adj,in love,사랑에 빠진,B-2
3275,grasa,nf,"grease, fat",지방,B-2
3276,culminar,v,"culminate, accomplish",절정에 달하다,A-2
3277,alcalde,nm,mayor,시장,B-2
3278,insuficiente,adj,insufficient,불충분한,A-2
3279,sostenido,adj,"sustained, steady",지속된,B-2
3280,congreso,nm,congress,의회,A-2
3281,espantoso,adj,"frightening, dreadful",무서운,B-2
3282,aplauso,nm,"applause, praise, acclaim",박수,A-3
3283,prima,nf,"female cousin, down payment","여자 사촌, 계약금",B-2
3284,ansiedad,nf,anxiety,불안,A-2
3285,dirigente,nc,"leader, director, manager",지도자,B-2
3286,ascenso,nm,"promotion, climb","상승, 승진",B-2
3287,finalidad,nf,"purpose, aim",목적,B-2
3288,preceder,v,to precede,앞서다,A-2
3289,financiero,adj,financial,재정의,A-2
3290,nostalgia,nf,"nostalgia, homesickness",향수,A-2
3291,mención,nf,mention,언급,A-2
3292,afición,nf,"fondness, interest",취미,B-2
3293,colonial,adj,colonial,식민지의,A-2
3294,lástima,nf,"shame, pity",유감,B-2
3295,teatral,adj,theatrical,연극의,A-2
3296,lápiz,nm,pencil,연필,B-2
3297,vertical,adj,"vertical, upright",수직의,A-2
3298,nido,nm,nest,둥지,B-2
3299,gratuito,adj,"free, arbitrary, gratuitous",무료의,B-2
3300,difícilmente,adv,with difficulty,어렵게,B-2
3301,orquesta,nf,"orchestra, dance band",오케스트라,A-2
3302,conexión,nf,"connection, relationship",연결,A-2
3303,alternar,v,to alternate,교대하다,A-2
3304,vegetal,adj,"plant, vegetable",식물의,A-2
3305,usado,adj,"worn out, old, used",사용한,B-2
3306,vigor,nm,"force, strength, vigor",활력,A-1-b
3307,salario,nm,"salary, wages",급여,A-2
3308,acertar,v,get right,맞히다,B-2
3309,filo,nm,(cutting) edge,칼날,B-2
3310,ambicioso,adj,"ambitious, greedy",야심 있는,A-2
3311,policial,adj,police,경찰의,A-2
3312,poético,adj,poetic,시적인,A-2
3313,batir,v,beat (object),휘젓다,B-2
3314,maíz,nm,"corn, maize",옥수수,A-1-b
3315,desgraciadamente,adv,unfortunately,불행히도,B-2
3316,satisfactorio,adj,satisfactory,만족스러운,A-2
3317,autonomía,nf,"autonomy, range",자치,A-2
3318,vago,adj,vague,막연한,A-1-b
3319,estúpido,adj,"stupid, idiotic",어리석은,A-2
3320,demorar,v,"delay, take time",지체하다,B-2
3321,ama,nc,"housekeeper, housewife",가정부,B-2
3322,beso,nm,kiss,키스,B-2
3323,cintura,nf,waist,허리,B-2
3324,automáticamente,adv,automatically,자동으로,A-2
3325,pauta,nf,"guideline, rule, standard",지침,B-2
3326,honesto,adj,honest,정직한,A-2
3327,recepción,nf,"reception, waiting-room",접수,A-2
3328,bala,nf,"bullet, shot",총알,B-2
3329,suicidio,nm,suicide,자살,A-2
3330,placa,nf,"plaque, plate, badge",판,B-2
3331,calmar,v,"calm, soothe, relieve",진정시키다,B-2
3332,brusco,adj,"brusque, abrupt, sudden",갑작스러운,B-2
3333,asesinato,nm,"murder, assassination",살인,A-3
3334,mentalidad,nf,"mindset, mind",사고방식,B-2
3335,jerarquía,nf,"hierarchy, rank",계급,A-3
3336,duración,nf,"duration, length",지속 시간,A-2
3337,hallazgo,nm,"finding, discovery",발견,B-2
3338,proximidad,nf,proximity,근접,A-2
3339,estadística,nf,statistic,통계,A-2
3340,presumir,v,"boast, show off, suppose",추정하다,A-3
3341,trescientos,num,three hundred,삼백,B-2
3342,iluminado,adj,illuminated,조명된,A-2
3343,castillo,nm,castle,성,A-3
3344,traducción,nf,translation,번역,A-2
3345,diversión,nf,"fun, entertainment",오락,A-3
3346,introducción,nf,introduction,소개,A-2
3347,lámpara,nf,lamp,램프,A-1-b
3348,dicho,nm,"saying, proverb",속담,B-2
3349,simbólico,adj,symbolic,상징적인,A-2
3350,fluir,v,to flow,흐르다,B-2
3351,heroico,adj,heroic,영웅적인,A-2
3352,asesinar,v,"murder, assassinate",암살하다,A-2
3353,audiencia,nf,"audience, hearing",청중,A-2
3354,pasajero,nm,passenger,승객,B-2
3355,décimo,adj,tenth,열 번째의,A-3
3356,costado,nm,"side, flank",옆구리,B-2
3357,otoño,nm,autumn,가을,B-2
3358,feria,nf,"fair, festival",박람회,B-2
3359,exilio,nm,exile,망명,A-2
3360,indudablemente,adv,"doubtless, undoubtedly",의심할 여지 없이,B-2
3361,preservar,v,to preserve,보존하다,A-2
3362,portador,nm,"bearer, carrier",운반인,B-2
3363,obispo,nm,bishop,주교,B-2
3364,disimular,v,"disguise, hide, pretend",숨기다,B-2
3365,quemado,adj,"burned, burnt",탄,B-2
3366,perfeccionar,v,to perfect,완벽하게 하다,A-2
3367,vano,adj,"vain, useless",헛된,B-2
3368,apertura,nf,"opening, beginning",개방,A-3
3369,ideología,nf,ideology,이데올로기,A-2
3370,casero,adj,homemade,집에서 만든,B-2
3371,molesto,adj,"annoyed, bothered, upset",성가신,B-2
3372,cocinar,v,to cook,요리하다,B-2
3373,auxiliar,adj,"auxiliary, ancillary",보조의,A-2
3374,silencioso,adj,"quiet, silent",조용한,A-2
3375,navegar,v,"navigate, sail",항해하다,A-2
3376,cazador,nm/f,hunter,사냥꾼,B-2
3377,seguro,nm,insurance,보험,B-2
3378,ingenio,nm,"ingenuity, talent, wit",재치,B-2
3379,hembra,nf,"female, woman",암컷,B-2
3380,bando,nm,"faction, side","파벌, 편",B-2
3381,nativo,adj,native,토착의,A-2
3382,dormitorio,nm,"bedroom, dormitory",침실,A-3
3383,plenitud,nf,"fullness, abundance",풍만,B-2
3384,aceptable,adj,"acceptable, suitable",받아들일 수 있는,A-2
3385,coraje,nm,"courage, toughness",용기,A-2
3386,plomo,nm,"lead, bullet",납,B-2
3387,descendiente,nc,descendant,후손,A-2
3388,rotundo,adj,categorical,단호한,B-2
3389,república,nf,republic,공화국,A-2
3390,sierra,nf,"mountain range, saw","산맥, 톱",B-2
3391,aplastar,v,"flatten, crush, smash",납작하게 하다,B-2
3392,guante,nm,glove,장갑,B-2
3393,cartón,nm,"cardboard, carton, sketch",판지,A-1-b
3394,repentino,adj,sudden,갑작스러운,B-2
3395,ansioso,adj,"anxious, eager",불안한,B-2
3396,subrayar,v,"underline, highlight, emphasize",밑줄을 긋다,B-2
3397,adolescencia,nf,adolescence,청소년기,A-2
3398,despacio,adj,"slow, slowly",느린,B-2
3399,innumerable,adj,"innumerable, countless",셀 수 없이 많은,A-2
3400,complicación,nf,complication,복잡함,A-2
3401,insoportable,adj,"unbearable, intolerable",견딜 수 없는,A-2
3402,taxi,nm,"taxi, cab",택시,A-1-a
3403,porción,nf,"part, portion, share",부분,A-2
3404,timbre,nm,"doorbell, bell, seal, stamp","초인종, 우표",B-2
3405,monstruo,nm,"monster, monstrosity",괴물,A-2
3406,bebé,nm,baby,아기,B-2
3407,trayecto,nm,"trajectory, course, path",여정,B-2
3408,globo,nm,"balloon, globe",풍선,B-2
3409,celebración,nf,celebration,축하,A-2
3410,quehacer,nm,"task, job, chore",허드렛일,B-2
3411,electoral,adj,electoral,선거의,A-2
3412,obsesión,nf,"mania, obsession",강박관념,A-2
3413,bronce,nm,bronze,청동,A-1-b
3414,formidable,adj,"formidable, tremendous",가공할,A-2
3415,licencia,nf,"license, permission",면허,B-2
3416,motivación,nf,motivation,동기 부여,A-2
3417,noventa,num,ninety,아흔,B-2
3418,anoche,adv,last night,어젯밤,B-2
3419,depresión,nf,"depression, slump",우울,A-2
3420,pulmón,nm,lung,폐,B-2
3421,apoderar,v,to take power,장악하다,B-2
3422,debatir,v,"debate, discuss",토론하다,A-2
3423,reponer,v,"replace, restore",교체하다,B-2
3424,fibra,nf,"fiber, grain",섬유,A-1-b
3425,disputar,v,"dispute, contest",논쟁하다,B-2
