순위,스페인어,품사,의미,분류코드
3238,corbata,nf,"tie, sash",B-2
3239,macho,nm,"male, manliness",A-3
3240,disolver,v,to dissolve,A-2
3241,secuencia,nf,sequence,A-2
3242,cáncer,nm,cancer,A-1-a
3243,velar,v,watch over,B-2
3244,archivo,nm,"archive, file, filing cabinet",A-2
3245,habitualmente,adv,habitually,A-2
3246,trámite,nm,"procedure, step, requirement",B-2
3247,tranquilamente,adv,"calmly, peacefully",B-2
3248,innecesario,adj,unnecessary,B-2
3249,raya,nf,"line, ray, stripe",B-2
3250,televisor,nm,television set,A-2
3251,estabilidad,nf,stability,A-2
3252,grandeza,nf,"greatness, size",B-2
3253,prisa,nf,hurry,B-2
3254,persistir,v,to persist,A-2
3255,temblar,v,"tremble, shake",B-2
3256,verbal,adj,"verbal, oral",A-1-a
3257,matemática,nf,mathematics,A-2
3258,demonio,nm,"demon, devil",A-3
3259,intacto,adj,intact,A-2
3260,procedente,adj,coming (from),A-3
3261,cenar,v,to dine,B-2
3262,disponible,adj,available,B-2
3263,tornar,v,"transform, turn",B-2
3264,encantado,adj,"pleased, delighted",B-2
3265,británico,adj,British,B-2
3266,manga,nf,sleeve,B-2
3267,perjudicar,v,to endanger,B-2
3268,laboral,adj,"labor, industry",A-3
3269,rubio,adj,"blonde, fair",B-2
3270,prevenir,v,"avoid, prevent",A-2
3271,seda,nf,silk,B-2
3272,envidia,nf,envy,B-2
3273,emergencia,nf,emergency,A-2
3274,enamorado,adj,in love,B-2
3275,grasa,nf,"grease, fat",B-2
3276,culminar,v,"culminate, accomplish",A-2
3277,alcalde,nm,mayor,B-2
3278,insuficiente,adj,insufficient,A-2
3279,sostenido,adj,"sustained, steady",B-2
3280,congreso,nm,congress,A-2
3281,espantoso,adj,"frightening, dreadful",B-2
3282,aplauso,nm,"applause, praise, acclaim",A-3
3283,prima,nf,"female cousin, down payment",B-2
3284,ansiedad,nf,anxiety,A-2
3285,dirigente,nc,"leader, director, manager",B-2
3286,ascenso,nm,"promotion, climb",B-2
3287,finalidad,nf,"purpose, aim",B-2
3288,preceder,v,to precede,A-2
3289,financiero,adj,financial,A-2
3290,nostalgia,nf,"nostalgia, homesickness",A-2
3291,mención,nf,mention,A-2
3292,afición,nf,"fondness, interest",B-2
3293,colonial,adj,colonial,A-2
3294,lástima,nf,"shame, pity",B-2
3295,teatral,adj,theatrical,A-2
3296,lápiz,nm,pencil,B-2
3297,vertical,adj,"vertical, upright",A-2
3298,nido,nm,nest,B-2
3299,gratuito,adj,"free, arbitrary, gratuitous",B-2
3300,difícilmente,adv,with difficulty,B-2
3301,orquesta,nf,"orchestra, dance band",A-2
3302,conexión,nf,"connection, relationship",A-2
3303,alternar,v,to alternate,A-2
3304,vegetal,adj,"plant, vegetable",A-2
3305,usado,adj,"worn out, old, used",B-2
3306,vigor,nm,"force, strength, vigor",A-1-b
3307,salario,nm,"salary, wages",A-2
3308,acertar,v,get right,B-2
3309,filo,nm,(cutting) edge,B-2
3310,ambicioso,adj,"ambitious, greedy",A-2
3311,policial,adj,police,A-2
3312,poético,adj,poetic,A-2
3313,batir,v,beat (object),B-2
3314,maíz,nm,"corn, maize",B-2
3315,desgraciadamente,adv,unfortunately,B-2
3316,satisfactorio,adj,satisfactory,A-2
3317,autonomía,nf,"autonomy, range",A-2
3318,vago,adj,vague,A-1-b
3319,estúpido,adj,"stupid, idiotic",A-2
3320,demorar,v,"delay, take time",B-2
3321,ama,nc,"housekeeper, housewife",B-2
3322,beso,nm,kiss,B-2
3323,cintura,nf,waist,B-2
3324,automáticamente,adv,automatically,A-2
3325,pauta,nf,"guideline, rule, standard",B-2
3326,honesto,adj,honest,A-2
3327,recepción,nf,"reception, waiting-room",A-2
3328,bala,nf,"bullet, shot",B-2
3329,suicidio,nm,suicide,A-2
3330,placa,nf,"plaque, plate, badge",B-2
3331,calmar,v,"calm, soothe, relieve",B-2
3332,brusco,adj,"brusque, abrupt, sudden",B-2
3333,asesinato,nm,"murder, assassination",B-2
3334,mentalidad,nf,"mindset, mind",B-2
3335,jerarquía,nf,"hierarchy, rank",A-3
3336,duración,nf,"duration, length",A-2
3337,hallazgo,nm,"finding, discovery",B-2
3338,proximidad,nf,proximity,A-2
3339,estadística,nf,statistic,A-2
3340,presumir,v,"boast, show off, suppose",A-3
3341,trescientos,num,three hundred,B-2
3342,iluminado,adj,illuminated,A-2
3343,castillo,nm,castle,A-3
3344,traducción,nf,translation,A-2
3345,diversión,nf,"fun, entertainment",A-3
3346,introducción,nf,introduction,A-2
3347,lámpara,nf,lamp,A-1-b
3348,dicho,nm,"saying, proverb",B-2
3349,simbólico,adj,symbolic,A-2
3350,fluir,v,to flow,B-2
3351,heroico,adj,heroic,A-2
3352,asesinar,v,"murder, assassinate",A-2
3353,audiencia,nf,"audience, hearing",A-2
3354,pasajero,nm,passenger,B-2
3355,décimo,adj,tenth,A-3
3356,costado,nm,"side, flank",B-2
3357,otoño,nm,autumn,B-2
3358,feria,nf,"fair, festival",B-2
3359,exilio,nm,exile,A-2
3360,indudablemente,adv,"doubtless, undoubtedly",B-2
3361,preservar,v,to preserve,A-2
3362,portador,nm,"bearer, carrier",B-2
3363,obispo,nm,bishop,B-2
3364,disimular,v,"disguise, hide, pretend",B-2
3365,quemado,adj,"burned, burnt",B-2
3366,perfeccionar,v,to perfect,A-2
3367,vano,adj,"vain, useless",B-2
3368,apertura,nf,"opening, beginning",A-3
3369,ideología,nf,ideology,A-2
3370,casero,adj,homemade,B-2
3371,molesto,adj,"annoyed, bothered, upset",B-2
3372,cocinar,v,to cook,B-2
3373,auxiliar,adj,"auxiliary, ancillary",A-2
3374,silencioso,adj,"quiet, silent",A-2
3375,navegar,v,"navigate, sail",A-2
3376,cazador,nm/f,hunter,B-2
3377,seguro,nm,insurance,B-2
3378,ingenio,nm,"ingenuity, talent, wit",B-2
3379,hembra,nf,"female, woman",B-2
3380,bando,nm,"faction, side",B-2
3381,nativo,adj,native,A-2
3382,dormitorio,nm,"bedroom, dormitory",A-3
3383,plenitud,nf,"fullness, abundance",B-2
3384,aceptable,adj,"acceptable, suitable",A-2
3385,coraje,nm,"courage, toughness",A-2
3386,plomo,nm,"lead, bullet",B-2
3387,descendiente,nc,descendant,A-2
3388,rotundo,adj,categorical,B-2
3389,república,nf,republic,A-2
3390,sierra,nf,"mountain range, saw",B-2
3391,aplastar,v,"flatten, crush, smash",B-2
3392,guante,nm,glove,B-2
3393,cartón,nm,"cardboard, carton, sketch",A-1-b
3394,repentino,adj,sudden,B-2
3395,ansioso,adj,"anxious, eager",B-2
3396,subrayar,v,"underline, highlight, emphasize",B-2
3397,adolescencia,nf,adolescence,A-2
3398,despacio,adj,"slow, slowly",B-2
3399,innumerable,adj,"innumerable, countless",A-2
3400,complicación,nf,complication,A-2
3401,insoportable,adj,"unbearable, intolerable",A-2
3402,taxi,nm,"taxi, cab",A-1-a
3403,porción,nf,"part, portion, share",A-2
3404,timbre,nm,"doorbell, bell, seal, stamp",B-2
3405,monstruo,nm,"monster, monstrosity",A-2
3406,bebé,nm,baby,B-2
3407,trayecto,nm,"trajectory, course, path",B-2
3408,globo,nm,"balloon, globe",B-2
3409,celebración,nf,celebration,A-2
3410,quehacer,nm,"task, job, chore",B-2
3411,electoral,adj,electoral,A-2
3412,obsesión,nf,"mania, obsession",A-2
3413,bronce,nm,bronze,B-2
3414,formidable,adj,"formidable, tremendous",A-2
3415,licencia,nf,"license, permission",B-2
3416,motivación,nf,motivation,A-2
3417,noventa,num,ninety,B-2
3418,anoche,adv,last night,B-2
3419,depresión,nf,"depression, slump",A-2
3420,pulmón,nm,lung,B-2
3421,apoderar,v,to take power,B-2
3422,debatir,v,"debate, discuss",A-2
3423,reponer,v,"replace, restore",B-2
3424,fibra,nf,"fiber, grain",A-1-b
3425,disputar,v,"dispute, contest",B-2
3426,quinientos,num,five hundred,B-2
3427,petróleo,nm,"oil, petroleum",B-2
3428,sucesivamente,adv,"successively, step by step",A-2
3429,permanencia,nf,"permanence, tenure",A-2
3430,vos,pron,you (subj-sg/+fam),B-1
3431,miércoles,nm,Wednesday,B-2
3432,horno,nm,"oven, furnace",B-2
3433,logro,nm,"success, achievement",B-2
3434,vientre,nm,"womb, belly",B-2
3435,petición,nf,"request, petition",A-2
3436,civil,nc,civilian,A-1-a
3437,reparto,nm,"distribution, delivery",B-2
3438,advertencia,nf,"warning, notice",B-2
3439,arrebatar,v,"snatch, grab",B-2
3440,previsión,nf,"forecast, precaution",A-2
3441,miserable,adj,"wretched, miserable",A-2
3442,grato,adj,"agreeable, pleasant",B-2
3443,mandato,nm,"mandate, order, command",A-3
3444,odiar,v,to hate,B-2
3445,clave,adj,key,B-2
3446,diecisiete,num,seventeen,B-2
3447,timidez,nf,"shyness, timidity",B-2
3448,toque,nm,"touch, ringing, warning",B-2
3449,máscara,nf,mask,B-2
3450,venganza,nf,"revenge, vengeance",B-2
3451,barba,nf,beard,A-3
3452,alarma,nf,alarm,A-1-a
3453,insinuar,v,"insinuate, hint",A-2
3454,aliento,nm,"breath, courage, spirit",B-2
3455,pureza,nf,"purity, chastity",A-2
3456,fallecer,v,to pass away (to die),B-2
3457,comedia,nf,"comedy, play, pretense",A-2
3458,aldea,nf,small village,B-2
3459,enérgico,adj,"energetic, vigorous",A-2
3460,eludir,v,"evade, avoid, elude",A-3
3461,párrafo,nm,paragraph,B-2
3462,permanentemente,adv,permanently,A-2
3463,brillo,nm,"shine, twinkling, sparkle",B-2
3464,ocasionar,v,"occasion, bring about",A-2
3465,rastro,nm,"track, sign, flea market",B-2
3466,concretamente,adv,"specifically, exactly",A-2
3467,ignorante,adj,ignorant,A-2
3468,adorno,nm,"decoration, adornment",B-2
3469,curiosamente,adv,"strangely, funnily enough",A-2
3470,lógicamente,adv,logically,A-2
3471,mono,nm,monkey,B-2
3472,razonamiento,nm,reasoning,B-2
3473,ilustrado,adj,"learned, illustrated",A-2
3474,pastor,nm/f,"shepherd, pastor",A-1-a
3475,tramo,nm,"section, stretch, plot",B-2
3476,reto,nm,"challenge, defiance",B-2
3477,altísimo,adj,"very high, tall",B-2
3478,estupendo,adj,"marvelous, stupendous",B-2
3479,pesadilla,nf,nightmare,B-2
3480,centenar,nm,hundred,B-2
3481,molestia,nf,"bother, nuisance, trouble",B-2
3482,restante,adj,remaining,A-2
3483,paja,nf,"straw, thatching",B-2
3484,regional,adj,regional,A-2
3485,cómico,adj,comic,A-2
3486,concesión,nf,"awarding, concession",A-2
3487,tardío,adj,"late, belated",B-2
3488,nudo,nm,knot,B-2
3489,retomar,v,"retake, restart",B-2
3490,martes,nm,Tuesday,B-2
3491,utilización,nf,"use, utilization",A-2
3492,tapa,nf,"cover, lid",B-2
3493,traición,nf,"treason, betrayal",B-2
3494,asentar,v,"settle, establish, locate",B-2
3495,pesca,nf,fishing,B-2
3496,malestar,nm,"discomfort, unease, unrest",B-2
3497,rata,nf,rat,A-1-b
3498,puntual,adj,punctual,A-2
3499,defensor,nm,defender,A-2
3500,auxilio,nm,"help, aid, assistance",A-3
3501,estrechar,v,"tighten, make closer",B-2
3502,traspasar,v,"go beyond, cross over",B-2
3503,cobre,nm,copper,A-3
3504,imaginario,adj,imaginary,A-2
3505,brutal,adj,"brutal, savage",A-1-a
3506,disperso,adj,spread out,A-3
3507,ingenuo,adj,"naive, ingenuous",B-2
3508,anual,adj,"annual, yearly",A-2
3509,intuición,nf,intuition,A-2
3510,invención,nf,"invention, contrivance",A-2
3511,asimismo,adv,"as well, also, moreover",B-2
3512,vena,nf,vein,A-1-b
3513,freno,nm,brake,B-2
3514,costoso,adj,"costly, expensive",B-2
3515,repleto,adj,"full, overcrowded",A-3
3516,consumar,v,"complete, carry out",A-3
3517,asaltar,v,assault,A-2
3518,interrupción,nf,interruption,A-2
3519,condena,nf,"sentence (in prison), penalty",B-2
3520,inocencia,nf,innocence,A-2
3521,relieve,nm,relief; poner de relieve: to emphasize,A-3
3522,semejanza,nf,"similarity, likeness",B-2
3523,cumbre,nf,"summit, top",B-2
3524,diariamente,adv,daily,A-3
3525,colmo,nm,climax; para colmo: to top it all,B-2
3526,asombroso,adj,amazing,B-2
3527,administrador,nm/f,"administrator, manager",A-2
3528,arrepentir,v,"repent, regret",A-3
3529,decreto,nm,"decree, order",A-3
3530,exigente,adj,"demanding, urgent",B-2
3531,ironía,nf,irony,A-2
3532,felicitar,v,to congratulate,A-2
3533,seña,nf,"sign, mark, seal",B-2
3534,ritual,nm,"ritual, rite",A-2
3535,apto,adj,"appropriate, fit, able",A-3
3536,incierto,adj,uncertain,B-2
3537,espeso,adj,"thick, dense, stiff",B-2
3538,presenciar,v,"be present at, witness",B-2
3539,escritorio,nm,"desk, bureau",B-2
3540,solicitud,nf,"request, application",B-2
3541,víspera,nf,eve,A-3
3542,insecto,nm,insect,A-1-a
3543,ridículo,nm,ridicule,A-2
3544,derrumbar,v,"knock down, demolish",B-2
3545,ira,nf,"rage, wrath",B-2
3546,ceniza,nf,ash,B-2
3547,apasionado,adj,passionate,A-2
3548,monja,nf,nun,A-3
3549,abstracto,adj,abstract,A-2
3550,parto,nm,birth,B-2
3551,creativo,adj,creative,A-2
3552,autoritario,adj,authoritarian,A-2
3553,excesivamente,adv,excessively,A-2
3554,circuito,nm,"circuit, circumference, track",A-2
3555,subterráneo,adj,underground,B-2
3556,oveja,nf,"sheep, ewe",B-2
3557,dueña,nf,"landlady, owner (f)",B-2
3558,dañar,v,to damage,B-2
3559,ubicación,nf,"position, location",B-2
3560,feroz,adj,"ferocious, fierce",A-2
3561,hacienda,nf,ranch,A-1-a
3562,antigüedad,nf,"antiquity, seniority",A-2
3563,puño,nm,"fist, handle, cuff",B-2
3564,excusa,nf,excuse,A-2
3565,asombrar,v,"amaze, astound",B-2
3566,trama,nf,"plot, theme",B-2
3567,sistemático,adj,systematic,A-2
3568,inclusive,adv,"including, even",A-2
3569,alteración,nf,"alteration, change",A-2
3570,sumo,adj,"utmost, highest",B-2
3571,eficiente,adj,efficient,A-2
3572,invisible,adj,invisible,A-2
3573,acusación,nf,"accusation, charge",A-2
3574,sinceramente,adv,sincerely,A-2
3575,salvación,nf,"salvation, rescue",A-2
3576,rebelde,adj,rebel,A-1-a
3577,fundador,nm,founder,A-3
3578,oscilar,v,oscillate,A-2
3579,privilegiado,adj,privileged,A-2
3580,recobrar,v,"recover, regain",B-2
3581,original,nm,original,A-1-a
3582,maquinaria,nf,machinery,B-2
3583,dominante,adj,"dominant, prevailing",A-2
3584,vaciar,v,"empty, pour out",B-2
3585,tortura,nf,torture,A-1-b
3586,humano,nm,human,A-1-a
3587,insistencia,nf,"insistence, persistence",A-2
3588,morder,v,to bite,B-2
3589,atrapar,v,"trap, catch",B-2
3590,tibio,adj,lukewarm,B-2
3591,amanecer,v,"dawn, get light",B-2
3592,sospechoso,adj,suspicious,A-2
3593,sobrino,nm,nephew,B-2
3594,recitar,v,to recite,A-2
3595,explorar,v,to explore,A-2
3596,fabuloso,adj,"fabulous, fantastic",A-2
3597,embarcar,v,"embark, load",B-2
3598,aguardar,v,"wait for, await",B-2
3599,apunte,nm,"note, annotation",B-2
3600,antepasado,nm,ancestor,B-2
3601,antemano,adv,"beforehand, in advance",B-2
3602,parir,v,give birth,A-3
3603,refugiar,v,"take shelter, give refuge",A-3
3604,sillón,nm,"armchair, seat",B-2
3605,denso,adj,"heavy, dense, thick",A-2
3606,colectivo,nm,"collective, group",A-2
3607,dieta,nf,diet,A-1-a
3608,teniente,nm,"lieutenant, deputy mayor",A-3
3609,polo,nm,"pole, polo, polo shirt",A-1-a
3610,verificar,v,to verify,A-2
3611,agrícola,adj,"agricultural, farming",A-2
3612,abismo,nm,"abyss, large gap",B-2
3613,algodón,nm,cotton,A-3
3614,harina,nf,flour,B-2
3615,exactitud,nf,accuracy,B-2
3616,extinguir,v,"extinguish, put out",A-3
3617,provecho,nm,"benefit, use",B-2
3618,mensual,adj,monthly,B-2
3619,agradar,v,to please,B-2
3620,sobrepasar,v,"excel, out perform",B-2
3621,prudencia,nf,"prudence, moderation",A-2
3622,insulto,nm,insult,A-2
3623,narrar,v,"narrate, tell",A-2
3624,flujo,nm,"flow, tide, discharge",A-3
3625,aguja,nf,"needle, spire, stylus",B-2
3626,planteamiento,nm,"proposal, exposition",B-2
3627,simultáneamente,adv,simultaneously,A-2
3628,florecer,v,"flower, bloom, flourish",B-2
3629,torpe,adj,"clumsy, awkward, slow",B-2
3630,cortina,nf,"curtain, screen",A-3
3631,acarrear,v,"bring up, entail",B-2
3632,liso,adj,"smooth, flat, straight",B-2
3633,asustado,adj,"scared, frightened",B-2
3634,profundizar,v,"deepen, analyze in depth",B-2
3635,apostar,v,"wager, bet",B-2
3636,propicio,adj,"appropriate, suitable",B-2
3637,reproducción,nf,reproduction,A-2
3638,expansión,nf,"expansion, spreading",A-2
3639,umbral,nm,"threshold, outset",B-2
3640,alusión,nf,"allusion, hint",A-2
3641,descenso,nm,"decline, descent, lowering",B-2
3642,clasificar,v,"classify, sort, file",A-2
3643,recortar,v,"trim, cut off, clip",B-2
3644,dicho,adj,"aforementioned, said",B-2
3645,ambiguo,adj,ambiguous,A-2
3646,océano,nm,ocean,A-1-b
3647,proposición,nf,proposition,A-2
3648,absurdo,nm,"absurdity, nonsense",A-2
3649,parada,nf,(transportation) stop,B-2
3650,encantador,adj,charming,B-2
3651,deslizar,v,"slide, glide, slip",B-2
3652,estirar,v,"stretch, strain",B-2
3653,respetuoso,adj,respectful,A-2
3654,africano,adj,African,A-2
3655,titular,nm,"headline, holder",B-2
3656,calendario,nm,calendar,A-2
3657,interlocutor,nm,participant in a dialog,A-2
3658,abusar,v,to abuse,A-1-b
3659,complementar,v,"complement, supplement",A-2
3660,disgusto,nm,"disgust, annoyance",B-2
3661,conservación,nf,conservation,A-2
3662,revivir,v,to revive,A-2
3663,elaboración,nf,production,A-2
3664,conmover,v,"move, affect",B-2
3665,correo,nm,"mail, post (office)",B-2
3666,circo,nm,circus,A-2
3667,adversario,nm,adversary,A-2
3668,cubierta,nf,"covering, top, lid",B-2
3669,aniversario,nm,anniversary,A-2
3670,franja,nf,"strip, stripe, fringe",B-2
3671,charlar,v,"chat, talk",B-2
3672,pila,nf,"(baptismal) font, battery, heap",B-2
3673,flaco,adj,"thin, frail",B-2
3674,biológico,adj,biological,A-2
3675,equivaler,v,"be equivalent, tantamount (to)",A-2
3676,fomentar,v,"foster, promote, encourage",B-2
3677,goma,nf,rubber,B-2
3678,enormemente,adv,enormously,A-2
3679,ancho,nm,width,B-2
3680,emocional,adj,emotional,A-2
3681,diplomático,adj,diplomatic,A-2
3682,uva,nf,grape,B-2
3683,ética,nf,ethics,A-2
3684,inscripción,nf,"inscription, registration",A-2
3685,progresivo,adj,progressive,A-2
3686,reanudar,v,"renew, resume",B-2
3687,adquisición,nf,acquisition,A-2
3688,mudar,v,"move, change",B-2
3689,glorioso,adj,glorious,A-2
3690,sentir,nm,feeling,B-2
3691,turco,adj,Turkish,B-2
3692,prescindir,v,do without,B-2
3693,renuncia,nf,"resignation, renunciation",A-3
3694,préstamo,nm,"loan, borrowing",B-2
3695,poblado,adj,populated,A-2
3696,besar,v,to kiss,B-2
3697,impreso,adj,printed,A-2
3698,dedicación,nf,"dedication, devotion",A-2
3699,instituto,nm,institute,A-2
3700,paloma,nf,dove,B-2
3701,resaltar,v,to emphasize,B-2
3702,devoción,nf,devotion,A-2
3703,inverso,adj,"inverse, opposite",A-2
3704,intercambiar,v,to exchange,B-2
3705,consolar,v,to console,A-2
3706,descomponer,v,"decompose, break down",B-2
3707,enfocar,v,to focus,B-2
3708,espina,nf,"thorn, spine",B-2
3709,aprobación,nf,"approval, consent",A-2
3710,fachada,nf,front of a building,B-2
3711,funcional,adj,functional,A-2
3712,jugo,nm,juice,B-2
3713,traicionar,v,to betray,B-2
3714,discípulo,nm,disciple,A-2
3715,coronel,nm,colonel,A-3
3716,orgánico,adj,organic,A-2
3717,modificación,nf,"modification, alteration",A-2
3718,acumulación,nf,accumulation,A-2
3719,comparable,adj,comparable,A-2
3720,mantenimiento,nm,"maintenance, sustenance",B-2
3721,marginal,adj,"marginal, minor",A-2
3722,pardo,adj,"brown, dark, dim",B-2
3723,cabecera,nf,"head, header",B-2
3724,revelación,nf,revelation,A-2
3725,peseta,nf,peseta (money),B-2
3726,cuna,nf,"cradle, birth, lineage",B-2
3727,tendido,adj,"spread, hung, laid (out)",B-2
3728,horizontal,adj,horizontal,A-1-a
3729,ácido,nm,acid,A-2
3730,incapacidad,nf,"inability, incompetence",A-2
3731,villa,nf,"village, town",B-2
3732,lecho,nm,"(river) bed, couch",B-2
3733,alquiler,nm,"rent, rental",B-2
3734,contrastar,v,to contrast,A-2
3735,redacción,nf,"editing, wording, essay",B-2
3736,ficha,nf,"index card, chip, token",B-2
3737,penoso,adj,"painful, laborious",B-2
3738,inseguridad,nf,insecurity,A-2
3739,coma,nmf,"comma (f), coma (m)",A-1-a
3740,desenvolver,v,"clear up, unwrap",B-2
3741,agricultura,nf,"agriculture, farming",A-2
3742,naturalidad,nf,"ease, spontaneity",B-2
3743,serenidad,nf,"serenity, calm",A-2
3744,preferido,adj,"preferred, favorite",B-2
3745,pistola,nf,"gun, pistol",A-1-a
3746,interrogar,v,"question, interrogate",A-2
3747,insignificante,adj,insignificant,A-2
3748,subsistir,v,"subsist, survive",A-2
3749,diputado,nm,"deputy, member",B-2
3750,literalmente,adv,literally,A-2
3751,duelo,nm,"grief, affliction",B-2
3752,revolver,v,"stir, mix, scramble",A-3
3753,frecuentemente,adv,"frequently, often",A-2
3754,retornar,v,"return, give back",A-2
3755,comandante,nm,"commander, commanding officer",A-2
3756,preso,adj,"imprisoned, confined",B-2
3757,ópera,nf,opera,A-1-a
3758,réplica,nf,"answer, retort, copy",A-3
3759,fuertemente,adv,strongly,B-2
3760,global,adj,"global, overall",A-1-a
3761,alquilar,v,"rent, hire",B-2
3762,pulso,nm,"pulse, pulsation",A-3
3763,radicar,v,"lie, be situated",B-2
3764,explotación,nf,"exploitation, cultivation",A-2
3765,bestia,nf,"beast, brute",A-3
3766,mojar,v,"make wet, dampen",B-2
3767,abrazo,nm,"hug, embrace",B-2
3768,asalto,nm,"assault, robbery",B-2
3769,reposo,nm,"rest, peace",B-2
3770,lámina,nf,sheet (of metal),A-3
3771,pasta,nf,"pasta, dough",A-1-b
3772,derribar,v,"knock down, overthrow",B-2
3773,oral,adj,oral,A-1-a
3774,polémica,nf,"polemics, argument",B-2
3775,parcial,adj,"partial, biased",A-2
3776,chocolate,nm,chocolate,A-1-a
3777,generosidad,nf,generosity,A-2
3778,masivo,adj,"mass, massive",A-2
3779,sobresalir,v,"stand out, excel",B-2
3780,realismo,nm,realism,A-2
3781,filtrar,v,"seep, filter",A-1-b
3782,desierto,adj,"deserted, desolate",A-1-b
3783,acorde,nm,"agreement, accord",B-2
3784,sugerencia,nf,suggestion,A-2
3785,cumpleaños,nm,birthday,B-2
3786,ronda,nf,round,B-2
3787,movilizar,v,to mobilize,A-2
3788,capilla,nf,chapel,B-2
3789,enteramente,adv,"completely, entirely",B-2
